Serial,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux)
20240302123008,0.18499903,1017.1007,19.185112,67.696976,12344.244
20240302124008,0.09196128,1016.7783,17.988575,73.36105,5809.173
20240302125008,0.09196128,1016.75616,18.004797,73.05523,5877.7607
20240302130008,0.091632746,1016.3701,18.059307,73.04379,5895.398
20240302131008,0.091632746,1016.2629,18.112392,72.80687,5602.2583
20240302132008,0.091632746,1016.19147,18.104668,72.5553,5153.2114
20240302133008,0.091632746,1016.1093,18.202116,72.066185,5475.335
20240302134008,0.051475994,1015.2704,18.453962,71.839714,8691.648
20240302135008,0.051475994,1015.2564,18.536217,71.02712,10490.588
20240302140008,0.047653645,1015.1443,18.689398,69.916374,6778.336
20240302141008,0.047653645,1015.0966,18.655933,69.82476,6551.7524
20240302142008,0.047653645,1015.0435,18.671396,69.693695,5662.565
20240302143008,0.047653645,1015.0284,18.689625,69.39901,5533.133
20240302144008,0.019931331,1014.7659,18.213976,71.39802,5549.4907
20240302145008,0.019931331,1014.77124,18.209684,71.25458,5343.966
20240302150008,0.030840231,1014.7676,18.15277,71.46895,4339.511
20240302151008,0.030840231,1014.74756,18.120857,71.52778,3520.6516
20240302152008,0.030840231,1014.72095,18.078447,71.6089,2844.9163
20240302153008,0.030840231,1014.67804,18.046856,71.43766,2210.0156
20240302154008,0.06687691,1014.6614,17.064882,74.598145,2478.7944
20240302155008,0.06687691,1014.67175,17.062254,74.68938,2370.884
20240302160008,0.05750368,1014.7014,17.17677,74.00198,2175.6804
20240302161008,0.05750368,1014.73553,17.187586,74.38201,1830.6986
20240302162008,0.05750368,1014.8107,17.079508,74.67475,1615.8945
20240302163008,0.05750368,1014.8362,17.10377,74.78513,1362.244
20240302164008,0.088341735,1014.9124,16.956297,77.2062,1177.5618
20240302165008,0.088341735,1014.9375,16.946753,77.5195,1088.2512
20240316090008,1.1492487,1017.1408,20.744843,74.881325,5675.5522
20240316091008,1.1492487,1017.0856,21.144423,72.58442,7368.981
20240316092008,1.1492487,1017.0012,21.759745,70.196556,7775.4873
20240316093008,1.1492487,1016.896,22.043093,68.76085,9699.849
20240316094008,0.80529135,1016.7177,22.068523,69.98478,7261.8745
20240316095008,0.80529135,1016.6875,22.29054,68.94221,4677.531
20240316100008,0.645412,1016.7097,23.902006,63.53895,16899.812
20240316101008,0.38541424,1016.4278,25.295757,58.01107,13157.11
20240316102008,0.38541424,1016.31195,25.798037,56.406803,12849.568
20240316103008,0.38541424,1016.1547,26.317293,55.979916,15289.046
20240316104008,0.38690197,1015.9262,32.696136,43.551712,71112.48
20240316105008,0.38690197,1015.8797,32.874855,42.38139,76465.34
20240316110008,0.33341265,1015.6564,33.00787,38.185608,65622.49
20240316111008,0.33341265,1015.5683,33.156902,37.38096,66766.555
20240316112008,0.33341265,1015.4316,33.575115,36.643818,65692.664
20240316113008,0.33341265,1015.2906,33.54621,36.968266,74002.83
20240316114008,0.30580318,1015.1567,36.233906,31.804733,95619.78
20240316115008,0.30580318,1015.11914,36.462963,31.509918,95427.45
20240316120008,0.3412516,1014.61066,38.40259,30.511051,93840.94
20240316121008,0.3412516,1014.4165,38.363823,30.60879,94801.84
20240316122008,0.3412516,1014.26416,38.525623,30.499657,97567.96
20240316123008,0.3412516,1014.0547,38.368496,31.02104,95276.91
20240316124008,0.283764,1013.885,38.518394,27.293344,86695.19
20240316125008,0.283764,1013.8116,38.36267,27.171232,75760.016
20240316130008,0.19341385,1013.6975,36.922825,29.205656,64949.105
20240316131008,0.19341385,1013.5203,36.818626,29.869339,61536.152
20240316132008,0.19341385,1013.3981,36.67426,31.00986,64581.72
20240316133008,0.19341385,1013.25366,36.34278,31.639133,67151.8
20240316134008,0.104175344,1012.74475,33.40531,37.727364,52860.21
20240316135008,0.104175344,1012.69244,33.222614,38.28112,35962.008
20240316140008,0.019095749,1012.6858,31.239424,42.422604,33495.926
20240316141008,0.019095749,1012.6123,30.940866,43.33575,25894.186
20240316142008,0.019095749,1012.52264,30.69529,44.357224,24657.28
20240316143008,0.019095749,1012.36725,30.366165,45.171688,18757.545
20240316144008,0.08854228,1012.3127,28.09199,52.023132,17774.314
20240316145008,0.08854228,1012.27234,27.939623,52.767437,18515.275
20240316150008,0.00028867275,1012.3097,27.433453,56.01655,19354.8
20240316151008,0.00028867275,1012.2878,27.172157,56.844036,13844.726
20240316152008,0.00028867275,1012.25275,26.903605,58.82773,12026.1455
20240316153008,0.00028867275,1012.2026,26.670134,59.441536,10742.342
20240316154008,-0.03464223,1012.86884,25.447351,61.975,9896.88
20240316155008,-0.03464223,1011.84784,25.31928,62.668926,8897.142
20240316160008,-0.08635709,1012.15826,25.005714,63.96416,7201.422
20240316161008,-0.08635709,1012.15405,24.894554,64.814186,7162.424
20240316162008,-0.08635709,1012.18506,24.5877,65.92279,5580.379
20240316163008,-0.08635709,1012.1647,24.415823,66.83962,4712.9214
20240316164008,-0.058684997,1012.41235,24.74638,68.7418,2643.6248
20240316165008,-0.058684997,1012.39075,24.630482,69.49972,2394.9219
20240320090008,0.0139037175,1022.8626,21.094915,53.45883,10234.078
20240320091008,0.0139037175,1022.8077,21.183846,52.128372,11559.779
20240320092008,0.0139037175,1022.7803,21.270876,51.25764,12062.137
20240320093008,0.0139037175,1022.7618,21.26564,50.148407,12004.636
20240320094008,0.063118026,1022.48346,22.572906,43.706287,17626.893
20240320095008,0.063118026,1022.49756,22.554,43.434177,19578.236
20240320100008,0.06496584,1022.48413,23.197157,41.78574,20104.375
20240320101008,0.06496584,1022.3663,23.355988,41.270504,21994.11
20240320102008,0.06496584,1022.279,23.458035,40.784462,23416.262
20240320103008,0.06496584,1022.2095,23.428211,40.304794,19723.346
20240320104008,0.14003195,1022.16254,22.755022,42.679863,13332.996
20240320105008,0.14003195,1022.1468,22.651958,42.53315,10347.077
20240320110008,0.14451797,1021.8889,21.867102,44.14616,8769.936
20240320111008,0.14451797,1021.7947,21.70969,44.612144,8262.262
20240320112008,0.14451797,1021.6699,21.580362,44.986702,6579.5254
20240320113008,0.14451797,1021.59247,21.470526,45.11481,6613.904
20240320114008,-0.024624676,1021.4763,20.990004,47.58898,7457.943
20240320115008,-0.024624676,1021.4802,20.957129,47.63724,6803.4155
20240320120008,-0.02460035,1021.21735,20.881655,48.12727,6064.739
20240320121008,-0.02460035,1021.08203,20.787184,48.311382,5796.4707
20240320122008,-0.02460035,1020.98,20.776423,48.546974,5605.139
20240320123008,-0.02460035,1020.8907,20.698048,48.840256,5224.9966
20240320124008,-0.050006516,1020.6661,20.896828,47.105194,5968.3555
20240320125008,-0.050006516,1020.6882,20.847027,47.199684,5853.5635
20240320130008,-0.050006516,1020.31256,20.812101,47.513367,6002.281
20240320131008,-0.050006516,1020.1732,20.73159,47.846672,5789.361
20240320132008,-0.050006516,1020.07684,20.674215,48.166496,5457.091
20240320133008,-0.050006516,1020.0002,20.528536,48.636177,4817.213
20240320134008,-0.0007901353,1019.5068,20.574354,50.577255,4799.589
20240320135008,-0.0007901353,1019.50757,20.51532,50.78798,4381.8774
20240320140008,-0.0015435701,1019.4277,20.37728,51.4385,4255.501
20240320141008,-0.0015435701,1019.383,20.301693,51.87904,3494.5684
20240320142008,-0.0015435701,1019.33936,20.251385,52.234707,2873.3032
20240320143008,-0.0015435701,1019.2715,20.09841,52.69053,2544.7527
20240320144008,-0.03464792,1019.3451,19.919178,53.69407,2748.2095
20240320145008,-0.03464792,1019.35223,19.868221,54.011154,2154.5923
20240320150008,-0.034851775,1019.3999,19.729404,54.62296,2307.4531
20240320151008,-0.034851775,1019.39276,19.65938,54.985065,1768.149
20240320152008,-0.034851775,1019.3794,19.622171,55.374584,1351.7528
20240320153008,-0.034851775,1019.35767,19.49265,55.81898,872.7209
20240320154008,0.035630476,1019.38275,19.51946,55.130054,1320.244
20240320155008,0.035630476,1019.4086,19.481594,55.49587,983.178
20240320160008,0.03861985,1019.4662,19.336443,55.79833,996.0181
20240320161008,0.03861985,1019.4989,19.250517,56.084316,649.4696
20240320162008,0.03861985,1019.56067,19.234144,56.391716,436.303
20240320163008,0.03861985,1019.5657,19.18404,56.67178,218.84819
20240320164008,0.036416426,1019.5504,19.28514,55.257854,472.93896
20240320165008,0.036416426,1019.57544,19.21498,55.520504,237.3955
20240327090008,0.4459955,1018.0625,22.823254,73.762474,10150.956
20240327091008,0.4459955,1018.0165,23.191544,72.32121,11249.419
20240327092008,0.4459955,1018.06903,23.50484,71.34223,11604.303
20240327093008,0.4459955,1018.09735,23.69521,70.09425,12551.909
20240327094008,0.37821916,1017.8937,23.768906,68.28022,14818.69
20240327095008,0.37821916,1017.8814,24.045713,66.5835,17190.05
20240327100008,0.35037443,1017.6494,26.219604,59.565876,20255.56
20240327101008,0.35037443,1017.5893,26.735764,58.358353,22345.766
20240327102008,0.35037443,1017.54767,27.045717,56.81543,23684.271
20240327103008,0.35037443,1017.50336,27.217278,56.072247,23674.002
20240327104008,0.41365176,1017.08624,30.024225,52.53014,31868.234
20240327105008,0.41365176,1017.0107,30.026892,52.3999,33949.902
20240327110008,0.41388682,1016.84784,30.288006,48.15864,30000.475
20240327111008,0.41388682,1016.721,30.249935,48.353153,28455.566
20240327112008,0.41388682,1016.6302,30.109459,48.73146,27107.205
20240327113008,0.41388682,1016.52325,29.975748,49.02717,25711.393
20240327114008,0.48703188,1016.4089,28.212294,52.123447,18143.662
20240327115008,0.48703188,1016.3258,28.10872,52.500973,16928.139
20240327120008,0.46911997,1016.1854,27.806849,54.38845,18215.814
20240327121008,0.46911997,1016.0287,27.594639,54.97439,15921.476
20240327122008,0.46911997,1015.93646,27.35856,55.7999,15139.122
20240327123008,0.46911997,1015.8329,27.1265,56.15026,13356.579
20240327124008,0.578728,1015.5055,26.546446,57.200607,13010.789
20240327125008,0.578728,1015.44293,26.443634,57.50137,13318.867
20240327130008,0.578728,1015.2114,25.97071,59.996605,11187.621
20240327131008,0.578728,1015.0992,25.852833,60.65695,10879.422
20240327132008,0.578728,1015.02386,25.671719,62.129757,9982.538
20240327133008,0.578728,1014.93304,25.405706,62.68379,7237.1133
20240327134008,0.36246738,1014.58185,24.737513,66.537636,6533.65
20240327135008,0.36246738,1014.5536,24.638123,66.95706,5007.9077
20240327140008,0.33064649,1014.4949,24.39683,69.551414,4534.3345
20240327141008,0.33064649,1014.4429,24.145746,70.62216,3782.9785
20240327142008,0.33064649,1014.4046,24.03985,72.52102,3606.0999
20240327143008,0.33064649,1014.337,23.864468,73.11548,3655.3025
20240327144008,0.15650639,1013.8419,24.268642,72.370865,4764.513
20240327145008,0.15650639,1013.84015,24.231405,72.57642,4574.541
20240327150008,0.14661343,1013.7678,24.079897,71.958084,3777.1309
20240327151008,0.14661343,1013.76825,23.987152,72.423515,3148.0312
20240327152008,0.14661343,1013.76245,23.938635,72.99129,2786.0486
20240327153008,0.14661343,1013.7457,23.803713,73.29862,2577.4712
20240327154008,0.10937923,1013.719,23.879713,71.909996,3595.8398
20240327155008,0.10937923,1013.7155,23.86834,72.14633,3253.1462
20240327160008,0.099993095,1013.73987,23.942413,71.666145,3617.7107
20240327161008,0.099993095,1013.789,23.900217,71.92233,3105.4407
20240327162008,0.099993095,1013.8432,23.850948,72.13866,2594.4148
20240327163008,0.099993095,1013.8745,23.782248,72.331505,2261.9524
20240327164008,0.12705114,1013.98773,23.895643,72.1645,2073.3206
20240327165008,0.12705114,1014.0044,23.893679,72.27184,1727.876
20240503090008,0.0007968574,1011.17804,27.834106,96.952324,14472.978
20240503091008,0.0007968574,1011.15643,28.304323,95.35641,15998.8545
20240503092008,0.0007968574,1011.15735,28.814,93.22638,18098.191
20240503093008,0.0007968574,1011.1475,29.073025,92.18169,19369.89
20240503094008,-0.006525836,1010.9654,28.448277,94.00985,16841.354
20240503095008,-0.006525836,1010.9337,28.53941,93.70505,17308.326
20240503100008,-0.0034578023,1010.90936,28.653265,91.38708,13169.3545
20240503101008,-0.0034578023,1010.8653,28.657637,91.500145,13433.008
20240503102008,-0.0034578023,1010.83405,28.702003,91.042854,13275.761
20240503103008,-0.0034578023,1010.775,28.678627,90.78409,12652.432
20240503104008,0.003332344,1010.82965,27.883223,93.927536,9157.83
20240503105008,0.003332344,1010.78955,27.898441,93.75446,9311.736
20240503110008,0.0068332395,1010.7535,27.667488,93.39609,8898.501
20240503111008,0.0068332395,1010.6736,27.7368,93.23349,9501.848
20240503112008,0.0068332395,1010.6285,27.771835,92.96818,10400.222
20240503113008,0.0068332395,1010.5654,27.763462,93.03657,10447.328
20240503114008,-0.0069829733,1010.3837,28.68018,89.29111,13754.047
20240503115008,-0.0069829733,1010.3381,28.678474,89.215706,13875.129
20240503120008,-0.0066192043,1010.1049,28.678692,88.48131,13691.294
20240503121008,-0.0066192043,1010.0179,28.548727,89.0337,11886.948
20240503122008,-0.0066192043,1009.9713,28.503822,89.44574,11260.957
20240503123008,-0.0066192043,1009.9103,28.352411,89.712364,11148.522
20240503124008,-0.010788831,1009.34985,28.080763,91.15474,13596.472
20240503125008,-0.010788831,1009.30426,27.995361,91.41712,12876.718
20240503130008,-0.010788831,1009.18115,27.889736,91.404076,11986.674
20240503131008,-0.010788831,1009.1028,27.755194,91.882866,10772.362
20240503132008,-0.010788831,1009.0629,27.74531,92.368416,10904.95
20240503133008,-0.010788831,1009.0032,27.619524,92.72009,11168.109
20240503134008,-0.023613637,1008.6356,27.689894,95.00484,8037.732
20240503135008,-0.023613637,1008.6123,27.587376,95.31431,6660.272
20240503140008,-0.026332183,1008.5674,27.24235,95.96501,6080.8813
20240503141008,-0.026332183,1008.52985,27.125534,96.4325,5797.79
20240503142008,-0.026332183,1008.5095,27.03852,96.62022,5118.374
20240503143008,-0.026332183,1008.4777,26.916954,96.695656,4930.8223
20240503144008,-0.0074327206,1008.21954,26.679583,96.42089,4733.856
20240503145008,-0.0074327206,1008.22235,26.582584,96.7779,4064.8066
20240503150008,-0.0062911673,1008.19446,26.339777,97.37909,2550.9084
20240503151008,-0.0062911673,1008.1879,26.221117,97.69048,2783.4956
20240503152008,-0.0062911673,1008.1912,26.156057,97.975,2725.3174
20240503153008,-0.0062911673,1008.1848,26.043602,98.09189,2719.6775
20240503154008,-0.013674282,1008.0122,26.058113,98.282005,2422.0347
20240503155008,-0.013674282,1008.0191,25.99372,98.45589,2030.1896
20240503160008,-0.014280738,1007.99664,25.85808,98.8188,2094.64
20240503161008,-0.014280738,1008.03564,25.888426,99.106766,1992.2728
20240503162008,-0.014280738,1008.0782,25.868872,99.01711,2093.8877
20240503163008,-0.014280738,1008.1096,25.841412,99.24232,1762.4658
20240503164008,-0.020740833,1008.26556,25.937511,99.07836,1588.0181
20240503165008,-0.020740833,1008.281,25.897425,99.078285,1251.2002
20240520090008,-0.0056340257,1006.0282,29.150785,89.788605,13888.742
20240520091008,-0.0056340257,1005.9826,29.590761,87.76282,15969.265
20240520092008,-0.0056340257,1005.97437,30.116823,85.68095,15223.299
20240520093008,-0.0056340257,1005.95404,30.28799,84.172966,15504.906
20240520094008,-0.009654358,1006.0138,29.469343,84.39674,12521.208
20240520095008,-0.009654358,1005.9699,29.513155,83.67315,12302.529
20240520100008,-0.0066026766,1005.9319,29.97402,82.985,14245.204
20240520101008,-0.0066026766,1005.86456,29.91676,83.2125,13324.285
20240520102008,-0.0066026766,1005.7924,29.927057,82.50272,12862.916
20240520103008,-0.0066026766,1005.71484,30.017704,82.07875,13287.537
20240520104008,-0.008893654,1005.8465,30.310307,82.704735,17540.906
20240520105008,-0.008893654,1005.7981,30.552528,81.65598,17733.988
20240520110008,-0.0059208744,1005.69824,31.05564,78.228745,18107.52
20240520111008,-0.0059208744,1005.5905,31.206758,77.350716,18003.258
20240520112008,-0.0059208744,1005.51654,31.242905,77.11183,15499.595
20240520113008,-0.0059208744,1005.4417,31.19507,77.09227,14748.215
20240520114008,-0.005488728,1005.0685,31.138203,77.15585,16811.545
20240520115008,-0.005488728,1005.0106,31.099392,77.0695,16433.648
20240520120008,-0.0037795482,1004.8917,31.125399,78.071976,19966.893
20240520121008,-0.0037795482,1004.7862,30.962322,78.53046,18524.191
20240520122008,-0.0037795482,1004.7064,30.88642,79.157196,17826.293
20240520123008,-0.0037795482,1004.6243,30.772425,79.67823,16866.174
20240520124008,-0.000821784,1004.63196,31.256401,83.5083,16045.246
20240520125008,-0.000821784,1004.57544,31.173365,83.921425,14620.651
20240520130008,-0.0019195199,1004.4973,31.088,84.64164,14762.347
20240520131008,-0.0019195199,1004.39276,30.888807,85.28771,13231.1
20240520132008,-0.0019195199,1004.3175,30.784964,86.1378,11007.342
20240520133008,-0.0019195199,1004.23444,30.653444,86.77062,10073.658
20240520134008,-0.0063940315,1004.0613,29.922262,90.43037,8737.052
20240520135008,-0.0063940315,1004.02,29.821108,90.69641,7700.6943
20240520140008,-0.008226901,1004.0128,29.480032,90.85075,8367.347
20240520141008,-0.008226901,1003.94586,29.331097,91.198616,8468.896
20240520142008,-0.008226901,1003.9152,29.2088,91.68787,7594.3394
20240520143008,-0.008226901,1003.87177,29.125862,91.885506,8084.9487
20240520144008,-0.009197786,1003.9143,29.89232,90.95752,10808.716
20240520145008,-0.009197786,1003.896,29.764631,91.23979,10252.314
20240520150008,-0.009401638,1003.87317,29.534771,92.0439,11087.656
20240520151008,-0.009401638,1003.8524,29.331081,92.34689,10282.246
20240520152008,-0.009401638,1003.83105,29.199203,93.0152,9581.478
20240520153008,-0.009401638,1003.81903,29.013536,93.2976,8280.115
20240520154008,-0.010028902,1003.7947,29.085802,92.934074,7234.1665
20240520155008,-0.010028902,1003.79846,28.94817,93.286964,6328.373
20240520160008,-0.013388993,1003.80255,28.946281,95.17252,6102.5767
20240520161008,-0.013388993,1003.80963,28.72484,95.05919,5370.3145
20240520162008,-0.013388993,1003.8252,28.616756,95.687004,4666.8623
20240520163008,-0.013388993,1003.8463,28.462536,96.20135,4429.419
20240520164008,-0.0012258885,1004.13947,28.936628,97.57246,4730.5566
20240520165008,-0.0012258885,1004.14343,28.75285,97.73864,3684.6736
20240528090008,-0.014614811,999.00214,27.651598,100.110825,382.22574
20240528091008,-0.014614811,998.95105,27.744373,100.33657,455.987
20240528092008,-0.014614811,999.1092,27.80312,99.98294,140.24649
20240528093008,-0.014614811,999.18024,27.864971,99.89682,538.9306
20240528094008,0.00936731,999.8638,27.036993,100.262505,138.33496
20240528095008,0.00936731,999.85144,27.034166,100.250694,257.8833
20240528100008,0.0076982337,999.93,27.06811,100.12787,525.86115
20240528101008,0.0076982337,999.8923,27.040045,100.23782,36.828835
20240528102008,0.0076982337,1000.0033,27.078875,99.99249,-20.570898
20240528103008,0.0076982337,1000.0072,27.115921,99.923355,188.4611
20240528104008,0.01974335,1000.4159,26.538607,100.13663,483.02402
20240528105008,0.01974335,1000.4068,26.487661,100.193,284.0552
20240528110008,0.0076985373,1000.5196,26.42705,100.04578,1840.4679
20240528111008,0.0076985373,1000.316,26.377424,100.00289,1855.7854
20240528112008,0.0076985373,1000.391,26.418087,99.86928,1943.8959
20240528113008,0.0076985373,1000.3992,26.388243,99.902245,1894.772
20240528114008,-0.009565935,1000.15924,26.957235,100.05884,3721.6138
20240528115008,-0.009565935,1000.1297,26.909431,100.13057,3738.5034
20240528120008,-0.012527974,1000.23706,27.07167,99.823654,10292.702
20240528121008,-0.012527974,1000.16223,27.10011,99.875946,9840.564
20240528122008,-0.012527974,1000.1386,27.119068,99.89809,8994.357
20240528123008,-0.012527974,1000.0984,27.058311,99.90247,8418.378
20240528124008,0.06270211,999.2568,27.629517,99.588646,5191.223
20240528125008,0.06270211,999.22284,27.555737,99.66209,4676.2617
20240528130008,0.06270211,999.17096,27.466032,99.42178,6612.309
20240528131008,0.06270211,999.10284,27.428595,99.59862,5863.0195
20240528132008,0.06270211,999.07587,27.395494,99.69706,5447.4795
20240528133008,0.06270211,999.03204,27.31101,99.76498,4995.9497
20240528134008,0.021435652,999.525,27.749659,99.199776,5413.476
20240528135008,0.021435652,999.4963,27.663528,99.31499,6225.4106
20240528140008,0.016750496,999.63947,27.429008,98.79752,5008.992
20240528141008,0.016750496,999.65234,27.326096,99.01417,4575.244
20240528142008,0.016750496,999.6491,27.291271,99.11759,4477.218
20240528143008,0.016750496,999.63367,27.190498,99.186935,3801.8037
20240528144008,0.08938875,1000.61725,26.676533,99.040985,3483.7058
20240528145008,0.08938875,1000.6152,26.596992,99.24937,2963.6504
20240528150008,0.0891849,1001.0121,26.434511,99.37439,4113.956
20240528151008,0.0891849,1000.7812,26.335814,99.55491,4237.3545
20240528152008,0.0891849,1000.7503,26.271725,99.741394,3970.9736
20240528153008,0.0891849,1000.7454,26.176437,99.818375,3330.384
20240528154008,0.10011171,1000.6955,26.127665,99.33048,3349.1838
20240528155008,0.10011171,1000.692,26.071037,99.55453,3347.484
20240528160008,0.100506455,1000.98486,25.936657,99.20831,3600.6033
20240528161008,0.100506455,1000.6775,25.912771,99.61092,2490.941
20240528162008,0.100506455,1000.78424,25.916874,99.79697,2148.9827
20240528163008,0.100506455,1000.81335,25.815,99.93922,1485.2316
20240528164008,0.087163985,1000.6312,26.00577,99.537186,1576.3258
20240528165008,0.087163985,1000.6304,25.959349,99.77144,1240.5751
20240609090008,-0.0026122637,1004.7619,31.765083,91.30959,7966.6147
20240609091008,-0.0026122637,1004.73145,31.790625,90.41661,7217.74
20240609092008,-0.0026122637,1004.6996,31.886618,89.72479,7467.107
20240609093008,-0.0026122637,1004.6662,31.79525,89.071304,8033.212
20240609094008,-0.0049766786,1004.93243,33.09221,84.32163,10526.106
20240609095008,-0.0049766786,1004.87744,33.107113,83.76745,11191.607
20240609100008,-0.0027959563,1004.8905,33.242565,82.70287,14226.478
20240609101008,-0.0027959563,1004.82794,33.139984,83.38268,14030.868
20240609102008,-0.0027959563,1004.7531,33.265438,82.67521,14940.606
20240609103008,-0.0027959563,1004.67944,33.02972,82.25248,16087.273
20240609104008,-0.0020805094,1005.2132,32.721558,86.1754,10422.394
20240609105008,-0.0020805094,1005.1437,32.685078,85.80762,11452.195
20240609110008,0.0008922732,1005.1156,33.012325,83.90509,15352.738
20240609111008,0.0008922732,1005.02325,33.028515,83.9042,15116.111
20240609112008,0.0008922732,1004.94684,32.99024,83.49786,14857.847
20240609113008,0.0008922732,1004.8619,32.964848,83.47153,13977.078
20240609114008,-0.000527,1005.0659,32.400654,86.08021,8735.38
20240609115008,-0.000527,1005.0007,32.427532,85.99466,6207.994
20240609120008,-0.0005026757,1004.98193,32.400204,86.7454,9352.842
20240609121008,-0.0005026757,1004.8837,32.259914,87.47198,9279.3
20240609122008,-0.0005026757,1004.8002,32.35759,86.90077,7940.89
20240609123008,-0.0005026757,1004.7264,32.31172,86.96245,9301.829
20240609124008,0.008805713,1004.7398,32.07358,89.085526,8906.6455
20240609125008,0.008805713,1004.7057,32.020718,89.32473,8517.588
20240609130008,0.0063597923,1004.7172,32.058365,89.8324,6333.6665
20240609131008,0.0063597923,1004.64667,31.910473,90.316284,5928.4097
20240609132008,0.0063597923,1004.5994,31.76688,91.09431,6011.834
20240609133008,0.0063597923,1004.5463,31.717089,91.333786,6260.557
20240609134008,-0.008470333,1004.62476,31.443361,93.145966,4388.4966
20240609135008,-0.008470333,1004.5921,31.35548,93.3363,3606.3862
20240609140008,-0.011023775,1004.61646,31.32396,93.68644,5049.2617
20240609141008,-0.011023775,1004.5506,31.184563,93.82475,4650.302
20240609142008,-0.011023775,1004.5308,31.058159,94.39714,4946.584
20240609143008,-0.011023775,1004.4927,31.009554,94.69485,4894.641
20240609144008,0.00016524718,1004.3871,32.04799,94.26536,7236.238
20240609145008,0.00016524718,1004.3715,32.02094,94.07309,6752.618
20240609150008,0.001510656,1004.32294,31.837095,94.29569,5332.508
20240609151008,0.001510656,1004.31934,31.637371,94.391556,5117.684
20240609152008,0.001510656,1004.3073,31.563725,94.67673,5060.768
20240609153008,0.001510656,1004.2919,31.499847,95.12133,4959.6904
20240609154008,-0.013824966,1004.32916,31.253084,95.6261,5311.2124
20240609155008,-0.013824966,1004.32574,31.232828,95.329994,5267.9976
20240609160008,-0.012400176,1004.3244,30.940516,95.99165,2545.842
20240609161008,-0.012400176,1004.3354,30.771873,96.35879,1993.822
20240609162008,-0.012400176,1004.3511,30.730026,96.742294,2344.3396
20240609163008,-0.012400176,1004.38104,30.716063,97.15153,2202.036
20240609164008,-0.020502856,1004.337,30.423492,98.93871,1674.9822
20240609165008,-0.020502856,1004.34656,30.341488,99.30469,1361.8767
20240615090008,0.015683105,1000.3417,32.03045,80.14953,4277.7397
20240615091008,0.015683105,1000.3027,32.035835,79.35476,4570.947
20240615092008,0.015683105,1000.27734,32.154232,78.07402,5697.4644
20240615093008,0.015683105,1000.24817,32.095108,77.61805,6018.7563
20240615094008,0.018858679,1000.30475,33.110302,77.800896,4023.6885
20240615095008,0.018858679,1000.2676,33.15568,77.638016,12135.441
20240615100008,0.022043811,1000.2514,33.728954,75.81227,15082.942
20240615101008,0.022043811,1000.19934,33.672768,75.25083,13083.621
20240615102008,0.022043811,1000.1479,33.69988,74.72154,15168.606
20240615103008,0.022043811,1000.0912,33.43532,75.26256,12080.015
20240615104008,0.02110392,1000.1846,34.059544,74.07343,8317.487
20240615105008,0.02110392,1000.1275,34.068275,74.17572,11303.575
20240615110008,0.016326081,1000.05664,35.44653,68.9695,14390.178
20240615111008,0.016326081,999.9724,35.621067,68.328896,15385.007
20240615112008,0.016326081,999.9085,35.63277,67.78601,14571.832
20240615113008,0.016326081,999.83875,35.428257,67.964645,14190.919
20240615114008,0.013406312,999.75195,34.948544,72.71864,8472.247
20240615115008,0.013406312,999.6959,35.058903,72.419395,12521.334
20240615120008,0.013430636,999.72034,35.333153,70.359375,11744.483
20240615121008,0.013430636,999.64545,35.37053,69.9112,15814.971
20240615122008,0.013430636,999.58765,35.587708,69.15446,16653.941
20240615123008,0.013430636,999.5225,35.631813,68.5178,12642.69
20240615124008,-0.0053914622,999.5051,41.081295,46.18561,66451.09
20240615125008,-0.0053914622,999.4505,41.23408,46.215908,76011.38
20240615130008,-0.005385656,999.47943,42.253395,42.21889,74532.43
20240615131008,-0.005385656,999.41223,42.260708,42.44337,72596.73
20240615132008,-0.005385656,999.35675,42.147415,43.21003,66765.05
20240615133008,-0.005385656,999.29706,41.935444,43.79196,57673.184
20240615134008,-0.003188032,999.43744,42.266155,40.082592,58283.96
20240615135008,-0.003188032,999.3911,42.253998,40.566486,61591.23
20240615140008,-0.0059195687,999.4065,42.4659,42.1199,45613.51
20240615141008,-0.0059195687,999.37036,42.094494,42.90508,43574.008
20240615142008,-0.0059195687,999.32605,41.462597,44.29437,29545.178
20240615143008,-0.0059195687,999.28394,40.946526,45.924965,17944.045
20240615144008,0.0016939609,999.32623,36.797443,55.35992,12426.973
20240615145008,0.0016939609,999.3054,36.6387,55.894474,11842.157
20240615150008,0.0014901106,999.2843,35.87752,59.229427,10330.473
20240615151008,0.0014901106,999.27686,35.54475,60.06785,10549.29
20240615152008,0.0014901106,999.25604,35.200733,61.72725,9325.356
20240615153008,0.0014901106,999.2285,34.818897,62.815613,3174.1707
20240615154008,0.021363264,999.3338,34.46811,62.928654,8503.547
20240615155008,0.021363264,999.32196,34.3469,63.323215,6504.098
20240615160008,0.01971093,999.44867,34.208767,64.21443,7218.2285
20240615161008,0.01971093,999.4133,33.94482,65.25012,6458.7656
20240615162008,0.01971093,999.4641,33.68547,66.27783,6171.655
20240615163008,0.01971093,999.4652,33.354275,67.32885,3044.278
20240615164008,0.02029456,999.6482,33.100925,67.72723,3439.8188
20240615165008,0.02029456,999.65295,33.03918,68.12396,2837.9111
20240629090008,0.004066091,1005.37286,31.569738,89.342224,4394.3286
20240629091008,0.004066091,1005.3429,31.936018,87.94907,3657.2026
